#Word Types: 14665		
#Word Tokens: 542836		
#Search Hits: 0		
Rank	Type	Freq
8195	conteúdos	2
8196	continha	2
8197	continuava	2
8198	continue	2
8199	contradiz	2
8200	contrariar	2
8201	contrariedade	2
8202	contribui	2
8203	contribuições	2
8204	controvertido	2
8205	contém	2
8206	conveniados	2
8207	conversa	2
8208	conversou	2
8209	convertido	2
8210	cor	2
8211	corola	2
8212	coronariana	2
8213	corredor	2
8214	correlata	2
8215	corresponderia	2
8216	corrigiu	2
8217	corroboraram	2
8218	corroborem	2
8219	cortaram	2
8220	costumava	2
8221	costumeiro	2
8222	costumes	2
8223	cotas	2
8224	cotovelo	2
8225	cpfl	2
8226	credibilidade	2
8227	credoras	2
8228	crfb	2
8229	criado	2
8230	criados	2
8231	cristóvão	2
8232	cromagem	2
8233	cruzou	2
8234	críticas	2
8235	ctps	2
8236	culpabilidade	2
8237	culpada	2
8238	cultural	2
8239	cumpridos	2
8240	cumulação	2
8241	custeadas	2
8242	custeasse	2
8243	cédula	2
8244	célere	2
8245	cômputo	2
8246	dadas	2
8247	dai	2
8248	damage	2
8249	damnum	2
8250	danfe	2
8251	danificada	2
8252	danificadas	2
8253	danificando	2
8254	danificar	2
8255	danificação	2
8256	danosas	2
8257	danum	2
8258	dará	2
8259	dativa	2
8260	dava	2
8261	debates	2
8262	debatida	2
8263	decadencial	2
8264	decerto	2
8265	declinado	2
8266	decorridos	2
8267	decretar	2
8268	deduz	2
8269	deduzir	2
8270	defeituosa	2
8271	defendendo	2
8272	defender	2
8273	defensivo	2
8274	defensora	2
8275	deferindo	2
8276	defesas	2
8277	deficiente	2
8278	definem	2
8279	deformante	2
8280	degradante	2
8281	degrau	2
8282	degustação	2
8283	deixadas	2
8284	deixados	2
8285	delegados	2
8286	deliberará	2
8287	deliberação	2
8288	delimitados	2
8289	delimitar	2
8290	delimite	2
8291	delineada	2
8292	delito	2
8293	demitida	2
8294	denominada	2
8295	denominando	2
8296	denotam	2
8297	denotar	2
8298	denunciada	2
8299	denúncia	2
8300	deparou	2
8301	departamento	2
8302	dependeria	2
8303	depoentes	2
8304	depreciação	2
8305	derivam	2
8306	derivativa	2
8307	derrubado	2
8308	desabonadora	2
8309	desabonadores	2
8310	desacompanhada	2
8311	desacompanhados	2
8312	desassistida	2
8313	desatendido	2
8314	desativado	2
8315	desbloqueie	2
8316	desbloqueio	2
8317	desborda	2
8318	descabidas	2
8319	descartada	2
8320	desconhecidas	2
8321	desconhecido	2
8322	desconheça	2
8323	desconstitutiva	2
8324	desconstituíram	2
8325	descontar	2
8326	descontinuar	2
8327	descredenciamento	2
8328	descrições	2
8329	descrédito	2
8330	descuido	2
8331	descumpridos	2
8332	descurar	2
8333	desdobramentos	2
8334	desembargador	2
8335	desembolsar	2
8336	desembolsou	2
8337	desempregado	2
8338	desequilíbrios	2
8339	desfavorável	2
8340	desfecho	2
8341	desfeito	2
8342	desgastes	2
8343	designação	2
8344	desigualdades	2
8345	desincumbe	2
8346	deslacrada	2
8347	desligado	2
8348	desmembramento	2
8349	desmesurado	2
8350	desobriga	2
8351	desonera	2
8352	desordem	2
8353	despendeu	2
8354	desperdício	2
8355	desrespeitar	2
8356	desrespeitou	2
8357	destacadamente	2
8358	destempo	2
8359	destinadas	2
8360	destinando	2
8361	desvantajosa	2
8362	detalhados	2
8363	deter	2
8364	determinante	2
8365	determinará	2
8366	determine	2
8367	devagar	2
8368	devedoras	2
8369	devolveu	2
8370	devolvida	2
8371	didática	2
8372	diferenciado	2
8373	dificultou	2
8374	digitado	2
8375	digitou	2
8376	digitável	2
8377	dignas	2
8378	digo	2
8379	dilação	2
8380	diminuam	2
8381	direcionado	2
8382	direcionados	2
8383	diretos	2
8384	diretriz	2
8385	dirigem	2
8386	dirigia	2
8387	dirigir	2
8388	disciplinado	2
8389	disciplinam	2
8390	disco	2
8391	discorrem	2
8392	discorrer	2
8393	discriminados	2
8394	discriminando	2
8395	discuta	2
8396	discutindo	2
8397	dispensadas	2
8398	dispensam	2
8399	disponibilizadas	2
8400	dissídio	2
8401	distanciando	2
8402	distinto	2
8403	distribuidor	2
8404	distrito	2
8405	ditos	2
8406	diverge	2
8407	dividido	2
8408	divulg	2
8409	divulgado	2
8410	divulgou	2
8411	dobrar	2
8412	docs	2
8413	documentado	2
8414	doente	2
8415	doentes	2
8416	doloso	2
8417	domésticas	2
8418	doméstico	2
8419	dou	2
8420	doutrinador	2
8421	drive	2
8422	dura	2
8423	dut	2
8424	décimo	2
8425	dígitos	2
8426	dólares	2
8427	eb	2
8428	ec	2
8429	eca	2
8430	editadas	2
8431	eduardo	2
8432	egon	2
8433	egrégia	2
8434	eleição	2
8435	eletrodoméstico	2
8436	eletroduto	2
8437	elidida	2
8438	elucidativos	2
8439	emaranhado	2
8440	embaixo	2
8441	embalagem	2
8442	embaraço	2
8443	embasamento	2
8444	emendar	2
8445	emendaram	2
8446	emissor	2
8447	emissora	2
8448	emita	2
8449	emitiu	2
8450	emoção	2
8451	empresariais	2
8452	empresária	2
8453	encaminhados	2
8454	encanamento	2
8455	encerrou	2
8456	encetada	2
8457	endereçadas	2
8458	energias	2
8459	energética	2
8460	enfatizaram	2
8461	enfermo	2
8462	enfrentou	2
8463	engenheiro	2
8464	engrenagens	2
8465	enorme	2
8466	enquadrava	2
8467	enquadrável	2
8468	ensejariam	2
8469	entabularam	2
8470	entendida	2
8471	entendidos	2
8472	entorno	2
8473	entrava	2
8474	entretida	2
8475	entroncamento	2
8476	envia	2
8477	epidermoide	2
8478	episódio	2
8479	episódios	2
8480	equacionar	2
8481	equiparam	2
8482	equitativo	2
8483	eqüivalem	2
8484	eresp	2
8485	erigida	2
8486	ernane	2
8487	errada	2
8488	errado	2
8489	erroneamente	2
8490	erros	2
8491	es	2
8492	escala	2
8493	esclarecem	2
8494	esclareceram	2
8495	esclarecia	2
8496	escolheu	2
8497	escort	2
8498	esculpida	2
8499	escusa	2
8500	escusos	2
8501	escutando	2
8502	especificadas	2
8503	especificidades	2
8504	específicos	2
8505	esperando	2
8506	esperou	2
8507	espiritual	2
8508	espontânea	2
8509	esposados	2
8510	essencialmente	2
8511	estabelecia	2
8512	estampa	2
8513	estampada	2
8514	estampados	2
8515	estará	2
8516	estarão	2
8517	estatui	2
8518	estelionato	2
8519	estendeu	2
8520	estimada	2
8521	estiveram	2
8522	estocar	2
8523	estou	2
8524	estouro	2
8525	estrago	2
8526	estranhas	2
8527	estranheza	2
8528	estresse	2
8529	estágio	2
8530	etapas	2
8531	ete	2
8532	etiológico	2
8533	eu	2
8534	evidenciou	2
8535	evidências	2
8536	evocado	2
8537	examinadas	2
8538	examinou	2
8539	exarada	2
8540	exarado	2
8541	exatas	2
8542	exaustivamente	2
8543	exceda	2
8544	excedentes	2
8545	excelência	2
8546	excluiu	2
8547	exclusive	2
8548	excluísse	2
8549	executou	2
8550	executória	2
8551	execuções	2
8552	exemplares	2
8553	exerceu	2
8554	exerça	2
8555	exigia	2
8556	exigidas	2
8557	existam	2
8558	existiam	2
8559	exitosa	2
8560	exorbitando	2
8561	exorbitarem	2
8562	expediu	2
8563	expendidos	2
8564	experimentou	2
8565	expertise	2
8566	expirado	2
8567	expiração	2
8568	explana	2
8569	explanação	2
8570	explicam	2
8571	explicar	2
8572	explicação	2
8573	explicitada	2
8574	explicitado	2
8575	expressivo	2
8576	expressos	2
8577	expressou	2
8578	expressões	2
8579	expropriação	2
8580	exsurge	2
8581	extinguiu	2
8582	extraconcursais	2
8583	extrapatrimominal	2
8584	extrapatrimonais	2
8585	extrapole	2
8586	extraviada	2
8587	fachada	2
8588	facilidades	2
8589	facto	2
8590	factível	2
8591	facultadas	2
8592	facultativo	2
8593	fagundes	2
8594	faleceu	2
8595	falsas	2
8596	falso	2
8597	falsário	2
8598	faltado	2
8599	faltou	2
8600	falência	2
8601	fama	2
8602	far	2
8603	faria	2
8604	fases	2
8605	faturada	2
8606	favorece	2
8607	faziam	2
8608	federativa	2
8609	fenômeno	2
8610	ferguson	2
8611	ferir	2
8612	feriu	2
8613	fernandes	2
8614	ferrara	2
8615	feto	2
8616	fiação	2
8617	fibra	2
8618	ficará	2
8619	ficassem	2
8620	ficto	2
8621	fiduciária	2
8622	fidélis	2
8623	figure	2
8624	filiados	2
8625	finalizar	2
8626	financiador	2
8627	firmando	2
8628	firme	2
8629	firmo	2
8630	fizer	2
8631	flagrantemente	2
8632	flex	2
8633	flexível	2
8634	fluorescentes	2
8635	flávio	2
8636	folder	2
8637	fomento	2
8638	formado	2
8639	formalizada	2
8640	formatado	2
8641	forme	2
8642	formigueiro	2
8643	fornecesse	2
8644	fralde	2
8645	franca	2
8646	franqueada	2
8647	fraudulento	2
8648	frear	2
8649	freitas	2
8650	frequentado	2
8651	fresta	2
8652	friday	2
8653	frisado	2
8654	frustrar	2
8655	frustrou	2
8656	frutas	2
8657	fruto	2
8658	fugiram	2
8659	funciona	2
8660	funcionando	2
8661	furgão	2
8662	fórum	2
8663	gabinete	2
8664	gamarra	2
8665	ganhador	2
8666	garante	2
8667	garrafa	2
8668	gastar	2
8669	gel	2
8670	geladeira	2
8671	generalidade	2
8672	genro	2
8673	gerente	2
8674	gestantes	2
8675	gestações	2
8676	gol	2
8677	golpe	2
8678	golpes	2
8679	gomes	2
8680	gostou	2
8681	governamental	2
8682	governo	2
8683	goza	2
8684	gozam	2
8685	gozavam	2
8686	gozo	2
8687	grafodocumentoscópica	2
8688	grandense	2
8689	gravame	2
8690	gravosas	2
8691	grifar	2
8692	grosseiros	2
8693	gruendling	2
8694	gré	2
8695	gsm	2
8696	guardam	2
8697	guisa	2
8698	gás	2
8699	haverem	2
8700	havidos	2
8701	hidráulica	2
8702	hidráulicas	2
8703	hidráulico	2
8704	hidrômetros	2
8705	hipossuficientes	2
8706	honda	2
8707	honestidade	2
8708	honras	2
8709	hostilizada	2
8710	hoteleira	2
8711	hr	2
8712	hs	2
8713	http	2
8714	humilhada	2
8715	ibirapuitã	2
8716	ideia	2
8717	idem	2
8718	identifica	2
8719	identifique	2
8720	ido	2
8721	ig	2
8722	igrejinha	2
8723	ijuís	2
8724	ilegalmente	2
8725	ilidir	2
8726	ilimitado	2
8727	ilimitados	2
8728	ilustra	2
8729	ilustrar	2
8730	imaginando	2
8731	imanente	2
8732	imbé	2
8733	iminente	2
8734	imobiliárias	2
8735	imotivadamente	2
8736	imotivadas	2
8737	imotivado	2
8738	impassíveis	2
8739	impenhoráveis	2
8740	impensável	2
8741	impera	2
8742	impeça	2
8743	implantada	2
8744	implementado	2
8745	implicando	2
8746	implicaria	2
8747	implicações	2
8748	importadores	2
8749	importam	2
8750	imposições	2
8751	impossibilita	2
8752	impossibilitar	2
8753	impossibilite	2
8754	impossíveis	2
8755	impostos	2
8756	imprecisas	2
8757	impresso	2
8758	imprevisibilidade	2
8759	imprevisto	2
8760	improbus	2
8761	improvida	2
8762	imprudentemente	2
8763	imputa	2
8764	imputando	2
8765	imunidade	2
8766	imutável	2
8767	inadequado	2
8768	inaplicáveis	2
8769	incapacidade	2
8770	incapazes	2
8771	incerteza	2
8772	incessantemente	2
8773	inclusos	2
8774	incoerente	2
8775	incomensurável	2
8776	incomodações	2
8777	incompatíveis	2
8778	incompleta	2
8779	incongruência	2
8780	inconstitucionalidade	2
8781	incorporadoras	2
8782	incorporação	2
8783	incorrendo	2
8784	incorrer	2
8785	incorreto	2
8786	incs	2
8787	incutir	2
8788	ind	2
8789	indagação	2
8790	indefere	2
8791	indene	2
8792	indenizatórias	2
8793	indigitada	2
8794	indigitado	2
8795	indiscriminadamente	2
8796	indiscutivelmente	2
8797	indiscutíveis	2
8798	individualizada	2
8799	individualizado	2
8800	indubitavelmente	2
8801	indubitável	2
8802	induz	2
8803	induzida	2
8804	induzido	2
8805	induzindo	2
8806	inefável	2
8807	inegavelmente	2
8808	inequivocamente	2
8809	inertes	2
8810	inexistiu	2
8811	infantil	2
8812	inferir	2
8813	inflacionários	2
8814	inflexível	2
8815	influenciam	2
8816	influenciar	2
8817	influenciará	2
8818	informava	2
8819	infundada	2
8820	infundados	2
8821	ingestão	2
8822	iniba	2
8823	inibitória	2
8824	iniciar	2
8825	injeções	2
8826	injustificadas	2
8827	inocorre	2
8828	inocorreu	2
8829	inomimando	2
8830	inominada	2
8831	inoperante	2
8832	inoperância	2
8833	inovar	2
8834	inquilino	2
8835	inquirida	2
8836	inquiridas	2
8837	insanável	2
8838	insatisfação	2
8839	insculpida	2
8840	inseridas	2
8841	inserindo	2
8842	insertas	2
8843	insignificante	2
8844	insistente	2
8845	insistentemente	2
8846	insistentes	2
8847	instalar	2
8848	instauração	2
8849	instituidora	2
8850	institutos	2
8851	instituídos	2
8852	instrumentos	2
8853	insubsistência	2
8854	insuportável	2
8855	insurgindo	2
8856	integrais	2
8857	integrando	2
8858	inteiro	2
8859	intempestiva	2
8860	intencional	2
8861	intensa	2
8862	intentou	2
8863	interativ	2
8864	interatividade	2
8865	intercorrência	2
8866	intercorrências	2
8867	interdependência	2
8868	interferido	2
8869	interferir	2
8870	intermediador	2
8871	intermediou	2
8872	interpelação	2
8873	interruptiva	2
8874	interveniente	2
8875	intrínsecos	2
8876	invade	2
8877	invadidos	2
8878	invalidez	2
8879	invariavelmente	2
8880	inverossímeis	2
8881	investida	2
8882	investiu	2
8883	inviabilizado	2
8884	inviabilizar	2
8885	invoca	2
8886	invocada	2
8887	invocadas	2
8888	iníquas	2
8889	inócuo	2
8890	ipl	2
8891	ipso	2
8892	ipv	2
8893	iqb	2
8894	irh	2
8895	irmandade	2
8896	irmãos	2
8897	irrefutavelmente	2
8898	irrelevância	2
8899	irrestrita	2
8900	irretroatividade	2
8901	irrisória	2
8902	(is)	2
8903	isentam	2
8904	isentar	2
8905	isentaria	2
8906	isoladamente	2
8907	isonomia	2
8908	itaqui	2
8909	itinerários	2
8910	itw	2
8911	ivorá	2
8912	ixy	2
8913	james	2
8914	janelas	2
8915	jogo	2
8916	jornada	2
8917	jornalista	2
8918	judicializado	2
8919	judicis	2
8920	julgadora	2
8921	julgamentos	2
8922	junte	2
8923	juntos	2
8924	juramentada	2
8925	juris	2
8926	juro	2
8927	justificam	2
8928	justificassem	2
8929	kicks	2
8930	laboral	2
8931	lama	2
8932	lamas	2
8933	lanchonete	2
8934	lançou	2
8935	laserterapia	2
8936	lastreada	2
8937	lastreie	2
8938	lavratura	2
8939	leal	2
8940	legitimaria	2
8941	leiloeira	2
8942	leito	2
8943	leitores	2
8944	lembrança	2
8945	lembro	2
8946	lenitivo	2
8947	lentidão	2
8948	leonardo	2
8949	lesando	2
8950	levam	2
8951	levantado	2
8952	levantar	2
8953	liberada	2
8954	liberado	2
8955	licita	2
8956	licitação	2
8957	ligaram	2
8958	limitador	2
8959	limitam	2
8960	linfonodopositivo	2
8961	liquidar	2
8962	litigar	2
8963	litigator	2
8964	litis	2
8965	livramento	2
8966	llw	2
8967	localizadas	2
8968	locatários	2
8969	login	2
8970	logradouro	2
8971	logram	2
8972	lograsse	2
8973	longas	2
8974	longe	2
8975	lucena	2
8976	lucentis	2
8977	lucrativos	2
8978	ludibriada	2
8979	lugares	2
8980	luiz	2
8981	luminárias	2
8982	lxq	2
8983	macedo	2
8984	maciço	2
8985	macula	2
8986	magistrados	2
8987	magnitude	2
8988	majoritária	2
8989	maldosa	2
8990	malha	2
8991	mancal	2
8992	mandamental	2
8993	mandato	2
8994	mandatário	2
8995	mandou	2
8996	maneiras	2
8997	manejar	2
8998	manifestarem	2
8999	mantenho	2
9000	mantinham	2
9001	mantiveram	2
9002	marcado	2
9003	marcapasso	2
9004	marcha	2
9005	marisa	2
9006	marketing	2
9007	massey	2
9008	materializada	2
9009	materialmente	2
9010	materias	2
9011	matriz	2
9012	mediano	2
9013	medicina	2
9014	medidora	2
9015	medir	2
9016	meia	2
9017	melhora	2
9018	membros	2
9019	mensura	2
9020	mercantil	2
9021	meritoriamente	2
9022	meritíssima	2
9023	meritória	2
9024	metal	2
9025	meteorológicos	2
9026	microempresa	2
9027	migrando	2
9028	migrações	2
9029	milhares	2
9030	milhões	2
9031	mim	2
9032	mimoração	2
9033	minimodem	2
9034	ministradas	2
9035	ministrados	2
9036	minuciosamente	2
9037	miqueias	2
9038	mironneto	2
9039	mitigada	2
9040	mitigação	2
9041	mix	2
9042	mma	2
9043	mmo	2
9044	modalidades	2
9045	modas	2
9046	modesto	2
9047	modificou	2
9048	moeda	2
9049	monitoramento	2
9050	moradora	2
9051	moratórias	2
9052	morava	2
9053	moreira	2
9054	moron	2
9055	mostre	2
9056	motivação	2
9057	motoqueiro	2
9058	motossera	2
9059	movido	2
9060	movimentada	2
9061	movimentações	2
9062	mp	2
9063	mudanças	2
9064	mulheres	2
9065	multiplicada	2
9066	multiplicado	2
9067	mutual	2
9068	mácula	2
9069	máxima	2
9070	máximas	2
9071	médias	2
9072	múltiplos	2
9073	namorada	2
9074	nasce	2
9075	nascente	2
9076	nasça	2
9077	naturalmente	2
9078	navegantes	2
9079	necessitado	2
9080	necessitar	2
9081	necessitavam	2
9082	negativadora	2
9083	negociais	2
9084	negritou	2
9085	nelas	2
9086	neles	2
9087	nestas	2
9088	neto	2
9089	nf	2
9090	nisso	2
9091	noivos	2
9092	nomeação	2
9093	nomenclatura	2
9094	nomes	2
9095	nomina	2
9096	normais	2
9097	normalização	2
9098	normativas	2
9099	norteia	2
9100	noticia	2
9101	noticiadas	2
9102	notificados	2
9103	noto	2
9104	notoriamente	2
9105	noturno	2
9106	nov	2
9107	numeração	2
9108	numerus	2
9109	obedece	2
9110	obedecerá	2
9111	objetivou	2
9112	obrigadas	2
9113	obrigam	2
9114	obrigatórias	2
9115	observação	2
9116	obstrução	2
9117	obstruída	2
9118	obviamente	2
9119	ocular	2
9120	ocupante	2
9121	ofensivo	2
9122	oferecendo	2
9123	oferecerão	2
9124	ofertadas	2
9125	ofertando	2
9126	ofertá	2
9127	oficiado	2
9128	oficializando	2
9129	olhar	2
9130	oliveira	2
9131	olvidou	2
9132	omisso	2
9133	omissões	2
9134	onerada	2
9135	oneroso	2
9136	operados	2
9137	opor	2
9138	oposta	2
9139	optado	2
9140	optaram	2
9141	opuser	2
9142	opõe	2
9143	orais	2
9144	oralidade	2
9145	ordinários	2
9146	organismo	2
9147	orientador	2
9148	orientou	2
9149	originária	2
9150	orlando	2
9151	orofaringe	2
9152	orçado	2
9153	orçados	2
9154	ossos	2
9155	ostenta	2
9156	outorga	2
9157	outorgados	2
9158	ouvidoria	2
9159	oxigênio	2
9160	pacta	2
9161	pagado	2
9162	pagador	2
9163	pagam	2
9164	pagaria	2
9165	painel	2
9166	paira	2
9167	papos	2
9168	paquetá	2
9169	paradigmas	2
9170	paradoxalmente	2
9171	parafuso	2
9172	parar	2
9173	parentes	2
9174	participam	2
9175	participantes	2
9176	particularidades	2
9177	particularmente	2
9178	partindo	2
9179	passaria	2
9180	passariam	2
9181	passeios	2
9182	patinha	2
9183	patrocinou	2
9184	patrocínio	2
9185	pautadas	2
9186	pavilhão	2
9187	pb	2
9188	peculiares	2
9189	peculiaridade	2
9190	pedem	2
9191	pedestre	2
9192	pedindo	2
9193	pedreiro	2
9194	penalização	2
9195	pende	2
9196	pensando	2
9197	pequenos	2
9198	per	2
9199	perdendo	2
9200	perdidas	2
9201	perdimento	2
9202	perdurar	2
9203	perdurasse	2
9204	perfazem	2
9205	perfectibilizar	2
9206	perfeito	2
9207	pergaminho	2
9208	perguntada	2
9209	perigoso	2
9210	periódicas	2
9211	permaneceram	2
9212	permaneceria	2
9213	permita	2
9214	permitam	2
9215	permito	2
9216	pernambuco	2
9217	pernoitar	2
9218	pernoitaram	2
9219	perscrutação	2
9220	perseguido	2
9221	persistiram	2
9222	persona	2
9223	personalidades	2
9224	personam	2
9225	perto	2
9226	perturbações	2
9227	pesar	2
9228	philips	2
9229	pinos	2
9230	piratini	2
9231	piso	2
9232	planta	2
9233	plasmado	2
9234	pleiteie	2
9235	plus	2
9236	podemos	2
9237	poderio	2
9238	polegadas	2
9239	pondera	2
9240	ponderação	2
9241	pondero	2
9242	pontua	2
9243	pontuados	2
9244	pontuar	2
9245	pontuou	2
9246	popular	2
9247	porem	2
9248	pormenorizada	2
9249	pormenorizado	2
9250	portal	2
9251	portaria	2
9252	positivos	2
9253	possibilitam	2
9254	possiblidade	2
9255	possuidor	2
9256	possuidora	2
9257	possuiria	2
9258	possuísse	2
9259	postos	2
9260	postuladas	2
9261	postulatória	2
9262	potencialmente	2
9263	poupanças	2
9264	prado	2
9265	praticadas	2
9266	precauções	2
9267	preceituado	2
9268	precisava	2
9269	precisão	2
9270	preconizo	2
9271	precária	2
9272	precário	2
9273	prediais	2
9274	preencheu	2
9275	preenchido	2
9276	preferencialidade	2
9277	prega	2
9278	prejudicadas	2
9279	preocupante	2
9280	prescindem	2
9281	preservação	2
9282	prestaram	2
9283	presteza	2
9284	presumidamente	2
9285	presumivelmente	2
9286	presumo	2
9287	pretendeu	2
9288	pretéritas	2
9289	pretórios	2
9290	prevalece	2
9291	prevalecem	2
9292	prevalente	2
9293	preveem	2
9294	price	2
9295	primordial	2
9296	primária	2
9297	principiologia	2
9298	prints	2
9299	priorizado	2
9300	privativa	2
9301	privativamente	2
9302	privilegiar	2
9303	proc	2
9304	procedimental	2
9305	procedo	2
9306	processá	2
9307	proclamada	2
9308	procrastinando	2
9309	procuradoras	2
9310	produtores	2
9311	produzam	2
9312	produziram	2
9313	profilático	2
9314	profundamente	2
9315	programada	2
9316	proibida	2
9317	proibido	2
9318	prolator	2
9319	prolonga	2
9320	prolongado	2
9321	prometeu	2
9322	promitente	2
9323	promitentes	2
9324	promove	2
9325	promovendo	2
9326	promovente	2
9327	promovidos	2
9328	pronunciada	2
9329	pronunciamento	2
9330	propicia	2
9331	propiciarmos	2
9332	proporcionados	2
9333	proporcionaram	2
9334	propostas	2
9335	propriedades	2
9336	protecionistas	2
9337	proteger	2
9338	protegido	2
9339	protelatório	2
9340	protetivos	2
9341	protocolado	2
9342	prove	2
9343	provimentos	2
9344	prová	2
9345	prudentemente	2
9346	prévias	2
9347	prévios	2
9348	prêmios	2
9349	psicofísico	2
9350	psíquicas	2
9351	psíquicos	2
9352	public	2
9353	publicados	2
9354	publicização	2
9355	publicou	2
9356	pulmão	2
9357	punibilidade	2
9358	pura	2
9359	puramente	2
9360	puros	2
9361	págs	2
9362	qualificação	2
9363	quantas	2
9364	quantifica	2
9365	quantificados	2
9366	quantos	2
9367	quebrado	2
9368	queria	2
9369	questiona	2
9370	questionadas	2
9371	questionados	2
9372	questionar	2
9373	questionou	2
9374	questionável	2
9375	quilômetro	2
9376	quiser	2
9377	químicos	2
9378	radical	2
9379	radioterápico	2
9380	raios	2
9381	rapidez	2
9382	rateio	2
9383	reabastecimento	2
9384	reajustada	2
9385	realizaram	2
9386	realocados	2
9387	reativado	2
9388	reativar	2
9389	reatores	2
9390	reaver	2
9391	recaia	2
9392	recair	2
9393	recalcitrante	2
9394	recaído	2
9395	recebera	2
9396	recepção	2
9397	rechaça	2
9398	rechaçada	2
9399	recife	2
9400	reclamadas	2
9401	reclamam	2
9402	reclamando	2
9403	reclamantes	2
9404	reclamo	2
9405	reconhecidas	2
9406	recontagem	2
9407	recuperacional	2
9408	recuperado	2
9409	recuperanda	2
9410	recusar	2
9411	redimensionada	2
9412	redundou	2
9413	reduzindo	2
9414	reembolsadas	2
9415	refeito	2
9416	referi	2
9417	referia	2
9418	refletir	2
9419	reflexo	2
9420	reflexão	2
9421	refutada	2
9422	refutar	2
9423	registra	2
9424	registradas	2
9425	regrado	2
9426	regula	2
9427	regulador	2
9428	regulamentada	2
9429	regulamentadora	2
9430	regulamentados	2
9431	regulamentam	2
9432	regularizada	2
9433	regularizado	2
9434	regularizou	2
9435	reincidente	2
9436	reincidir	2
9437	reiniciar	2
9438	reiterar	2
9439	reivindicações	2
9440	rejeita	2
9441	relacionamento	2
9442	relatei	2
9443	relativizadas	2
9444	relativizados	2
9445	religado	2
9446	religar	2
9447	religou	2
9448	relojoaria	2
9449	rematrícula	2
9450	remunerado	2
9451	reparada	2
9452	reparatórias	2
9453	repartindo	2
9454	repassadas	2
9455	repassados	2
9456	repassou	2
9457	repente	2
9458	repentinamente	2
9459	repercussões	2
9460	repetidos	2
9461	repetitivos	2
9462	reponsabilidade	2
9463	repouso	2
9464	representadas	2
9465	representados	2
9466	representaria	2
9467	representativo	2
9468	reprovada	2
9469	reputam	2
9470	repúdio	2
9471	rescindindo	2
9472	resenha	2
9473	reservado	2
9474	reservar	2
9475	reservatórios	2
9476	resguardar	2
9477	residencia	2
9478	residindo	2
9479	residir	2
9480	residiu	2
9481	resolve	2
9482	resolvendo	2
9483	resolveram	2
9484	resolvidos	2
9485	responsabilizadas	2
9486	responsabilizá	2
9487	ressalvando	2
9488	ressarcitório	2
9489	restabeleceu	2
9490	restaria	2
9491	restará	2
9492	restituiu	2
9493	resto	2
9494	restor	2
9495	restringe	2
9496	restringiu	2
9497	restrita	2
9498	restritivamente	2
9499	resultaram	2
9500	resulte	2
9501	resume	2
9502	reta	2
9503	retenções	2
9504	retirando	2
9505	retire	2
9506	retomada	2
9507	retomados	2
9508	retopexia	2
9509	retornar	2
9510	retornarem	2
9511	retornassem	2
9512	retornava	2
9513	retratam	2
9514	retratando	2
9515	retroativo	2
9516	reunida	2
9517	revertido	2
9518	revestimento	2
9519	revestindo	2
9520	revestir	2
9521	revisora	2
9522	revogado	2
9523	revogando	2
9524	revogo	2
9525	revogue	2
9526	revés	2
9527	rgs	2
9528	rh	2
9529	riscado	2
9530	ristj	2
9531	ritter	2
9532	robotizada	2
9533	rodeio	2
9534	rodrigues	2
9535	rompe	2
9536	ronda	2
9537	roscoe	2
9538	rotina	2
9539	rotineira	2
9540	roubado	2
9541	roupeiro	2
9542	rsae	2
9543	ruptura	2
9544	rápida	2
9545	rígido	2
9546	sabedora	2
9547	sabem	2
9548	saiba	2
9549	salas	2
9550	saldar	2
9551	saldos	2
9552	salientado	2
9553	samur	2
9554	sancionar	2
9555	sanseverino	2
9556	santana	2
9557	sanções	2
9558	satisfativo	2
9559	satisfeito	2
9560	saudada	2
9561	saudade	2
9562	savatier	2
9563	saíram	2
9564	screen	2
9565	seca	2
9566	secagem	2
9567	secretaria	2
9568	securitização	2
9569	sedimentado	2
9570	sedimentou	2
9571	segmentações	2
9572	segredo	2
9573	seguradoras	2
9574	segurados	2
9575	seguridade	2
9576	seleção	2
9577	semae	2
9578	semanais	2
9579	semelhança	2
9580	semáforos	2
9581	sensato	2
9582	separada	2
9583	separado	2
9584	separados	2
9585	serafin	2
9586	sertão	2
9587	servanda	2
9588	servido	2
9589	servidor	2
9590	sessão	2
9591	sexo	2
9592	shop	2
9593	sic	2
9594	significante	2
9595	significaria	2
9596	silente	2
9597	silicone	2
9598	simplificada	2
9599	simultaneamente	2
9600	sinais	2
9601	sinala	2
9602	sinale	2
9603	sinceridade	2
9604	singelo	2
9605	sinistrado	2
9606	sinistralidade	2
9607	sinosserra	2
9608	sintonia	2
9609	sistemáticos	2
9610	sites	2
9611	sobrenome	2
9612	socioeconômica	2
9613	sogro	2
9614	solda	2
9615	solucionada	2
9616	solucionasse	2
9617	solveu	2
9618	solvida	2
9619	somadas	2
9620	sombra	2
9621	spe	2
9622	sport	2
9623	st	2
9624	subespécies	2
9625	subiram	2
9626	subiu	2
9627	subjetivos	2
9628	subsidiariamente	2
9629	subsidiária	2
9630	subsistindo	2
9631	subsistir	2
9632	substituindo	2
9633	substituída	2
9634	substituísse	2
9635	subsume	2
9636	subtração	2
9637	subtraídas	2
9638	subtraído	2
9639	subtraídos	2
9640	sucedeu	2
9641	sucessivamente	2
9642	sucessores	2
9643	sujeitar	2
9644	sumariamente	2
